0,1
"After reading so many reviews on Amazon that Apple phone should not be purchased through Amazon, I bought this mobile but trust me. I got genuine product. Battery health was 100%I checked everything. All is well.  Thank you Amazon",iPhone 11
"I've recently made a switch from the Android ecosystem to iOS. I'm totally in love with the smoothness of the UI the iPhone 11 provides. The studio light feature in the camera is supreme for portraits. Battery life is mediocre as I was using OnePlus phone before this one but the build quality is excellent. If you're even tad bit confused on whether or not it is a great buy, I'd say go for it. Definitely worth the price. Also, the delivery was smooth and hassle free.",iPhone 11
Thank you amazon for deleivering this phone before time within 24 hrs. I am completely satisfied with this phone  i was so scared after seeing so many negative comments but yeah this is truely genuine phone.,iPhone 11
One of the best ❤️I recommend you darshita electronics as the product is brand new check the warranty and everything from the offical apple site and used for 4 days no heating up or anything as I’m a pubg player too just one thing the charger is 5w and it charges slow would recommend you to buy a 12w rest everything is great,iPhone 11
I bought it for 50k in Amazon great indian sale & for this price this phone is absolute value for moneyPRO- HandyFace unlock is nexy level works like some science fiction stuffwhite color and aluminum finish looks dopeBattery life is also greatPhone Speakers are loud enoughCall quality & internet speed is amazing specially where network is weak or somethingCON-Display (it's just 720p LCD Display) but again quality is top notch,iPhone 11
First of all those you are afraid of buying phone from amazon plz dont  be afraid amazon never cheatsI had ordered this much expensive thing from Amazon for the first timeBut it was on my expectationsGot a fabulous phone with zero issuesPhone is working perfectly and smoothlyThanks amazon for fast and perfect delivery,iPhone 11
I was using iphone 7 for 3.5 years and it was finally time to upgrade.Looking at price of iphone 12 . It was not possible to buy such an expensive phone.Thanks to great indian festival by amazon got this beauty at 45k.Very delighted by asthetics and performance.Although battery life is still an issue I get 1 n half day with regular usage. I doubt over the years it will degrade.Camera is superb. Screen is better than my previous phone so works for me.If you want iphone go for this.Otherwise s20plus is good alterantives,iPhone 11
"Before this I was confused in what android to buy, camera quality, ram etc etc and then I decided to get my first iPhone. and trust me just the best decision. Camera blows anything out of the water it's that good. Performance is the best of all time. battery life is amazing as I am constantly getting 30% at the end of the day even after 6-7 hours of screen on time. Also the delivery was also very fast got it in two days only even in peak sale time",iPhone 11
"My first iPhone , I'm very happy that I purchased  an I phone in best offer during Amazon great Indian sale .Best time to purchase iPhone on Amazon great Indian sale  .I bought iPhone 11 at 48000 during offer period",iPhone 11
"I got this phone in amazon great Indian sale under 50k. This phone is September 2020 manufactured (China). No issues with the phone working buttery smooth battery life easily getting 1.5 days, camera especially the video quality is terrific....my only concern is the packaging was not good I got it in just plastic cover at least they should have packed it in cardboard considering the cost of the device.",iPhone 11
"Your browser does not support HTML5 video.


   My charger is not working and phone is also over heate after using sometime",iPhone 11
"Not worthJust after i switched it on, it started producing so much heating even i cant hold it by hand and also hanging. Later i tried YouTube, game, normal browsing and it has the same excessive heating issue with hanging . Seems defective piece. I need refund asap. I have  paid 54k for a defective phone. I am feeling like fixed with Amazon scam",iPhone 11
"Happy to be an iOS User After Nokia, HTC, Samsung, and Xiaomi Redmi. The phone is super awesome, Yet Discovering a lot of things about it, Installing Third-Party Apps, Using Siri and Shortcuts is Super Cool. Definitely Gets Heat up as I heard a lot about 11 series Phone before buying, yet it has decreased my usage of the phone for very lesser, the way I used to use my previous Redmi Note 5 Pro, receive only relevant Notifications only, No unnecessarily things, So I am Happy to be an iOS user finally, though there is a lot of bondation in apple CZ of security reasons, Yeah I am happy with it (Shows Ameeri, Lol). Delivery was Good, took around 5 days to deliver, but still delivered it before expected Date of arrival.",iPhone 11
"1. Camera is great2. Display quality is below average for watching content. Youtube, facebook and instagram videos look blurry all the time. If u  r coming from nokia 1100 only then u may like this display.3. Gaming performance is awesome.4. It has one day battery. Does not matter how intense user you are.5. Camera quality is also great.In simple words this smartphone is good for content creation becoz of its camera but worst for content watching on social media. Mark my words. Poor display.",iPhone 11
"This is the best iPhone you’ll ever get(Bought in amazon sale) for this price. I was afraid to order from amazon but that’s wasn’t a prob after receiving. Think twice if you’re making switch from android, coz you’ll miss lot of things when it comes to ease to use and customisations. Man you’ll feel android is cheap(except oxygen and pure android), that fluidity, damn the haptic motor (sucks in most of androids). Here comes the big surprise for me, the “Battery” backup is great for an iPhone which i didn’t except. It gives you 1 and half to two days  of normal usage. It gets warm and bit hot when you play games and sucks the juice fast. Animations are smooth as hell and you don’t need to worry about OS upgrades for at least 4 years in which apple is shines keeping their old devices updated. Be ready burn your pockets coz slowly you’ll get into apple ecosystem which feels convenient and awesome. Will update after six months.",iPhone 11
I got the phone today .But having some scratch on rear camera panelI have attached photo and unboxing video,iPhone 11
"it was just an awesome purchase for me, because this is the handset which iam looking for ever since it was launched, the only thin that bothers me was its hefty pricing, but fortunately with this amazon's great indian festival off, i could able to buy it in my budget price, since iam an iphone user i dont have anything to say about its features and specs, the thing is, if anyone wants to upgrade their mobile and who uses it for a quiet bit longer years then they should definitely go for this device without any doubt.",iPhone 11
"Upgrade to 11 from 7 was smooth as the data transfer took place in just a few minutes. Features of iOS14 and the battery backup are simply superb. However, since the adapter supplied is of 2W, the charging time is higher. May be wireless charger or 5W charger should be bought separately",iPhone 11
We are fan ok apple 🍎 we love tge product,iPhone 11
"Got it for an amazing deal, Thank you Amazon.This is my first iPhone and it’s damn good. Had seen some reviews saying that the screen is not good, but let me tell you guys that this is the best LCD screen you’ll ever get in an phone. The phone is on the heavy side and needs time to get used to it. And Apple operating system is holding up good and their Face ID is damn fast.I need not comment on the camera quality as it is among the best mobile camera that is available at this price range. I will post some pics clicked by the camera for reference.Talking about the battery life, it is kinda decent will last you easily for a day with more than moderate usage.Would highly recommend this if you are planning to buy your first iPhone.",iPhone 11
"This one is a no brainer, I have been using Samsung flagship for almost 4 years and I'd just feel much smoother thanks to A13. Surprisingly this has been a very good experience considering I thought I would feel like a prisoner in Apple e. Whatever you can do in android you can do it here, it's just that there is a long and tiring process to do it. Definitely recommended you won't regret buying this.",iPhone 11
Very very addictive new iPhone,iPhone 11
Review after 1month of use . I must say a flawless device with IOS14 with A13 bionic chip. Its an incredible device with best battery Life and great performance . Buyed during Great Indian Sale . Thanks amazon for providing such an incredible deal within the price segmentPros :Flawless UIBest performance with Great Battery LifeNo lag between switching of appsGreat buy if u want to switch to IOS with best price nowCamera quality during day light is excellent.No ads like other chinese vendor.Cons :Camera quality during low light needs to be improved i.e in artificial lighting.Charging with 5w charger is very slow in todays era . It will almost take 3hrs to full charge from 0 to 100%,iPhone 11
"I switched to iphone from oneplus 8 pro , i have been an oneplus user since 3t, but 8 pro was so bad  and full of problems so i finally decided to switch to iphone and literally this is so much better than 8 pro , 8 pro was just marketing . Even the screen on this phone is better than the 8pro . This phone is a beast in every department . I purchased it only because of amazon sale at 48,000 i am really glad for the sale otherwise the price was too high",iPhone 11
"ProsBatteryWiFi 6 and Gigabit class LTECameraOS stability and optimizationPerformanceWireless Charging (7.5W)Software support likely 5 years +Cons.Screen resolution, Lacks HDR support (notch is not big issue now)lacks some basic functions as androidVerdict:If you want to invest in premium built quality, privacy and super fluid performance without heating or lagging issues of android, this is a good option.NOTE:Buy a 18W charger (Anker, Apple, RAVpower,etc brands) and a spigen tempered glass comboworth it!",iPhone 11
"Not much has changed. Apple has similar products but then obviously the bigger screen, better front camera and better battery life make it feel like an upgrade. The phone speaker is amazing and LOUD, especially compared to 6S. Rear camera is almost similar to 6S. But overall, I really like the phone. The earphones that I got with the phone have an amazing sound quality. I miss the audio jack and touch ID though. Still feels pretty overpriced as compared to Android phones with great specifications. But then again, those phones dont have what ios can offer. A 12 mp ios camera is better than a 64 mp android camera. And better UI than android phones. So if you’re a photo junkie, go for it. They could have priced the phone lower though.",iPhone 11
"I always had an impression that iPhones are overrated and not worth the price. Was using OnePlus phones which where a bit low in price compared to iPhones and it is a great phone as well, but thought of giving it a go in this Prime Sale and ohh god, iPhones are surely amazing phones. The camera and sound quality is top notch.. Surely moving from Android to iOS gives you some trouble using initially but it happens while switching to any new phone. I love the phone, still find it a bit pricy but a great phone.",iPhone 11
"Perfect product received, I ordered this phone on 16th October and after seeing videos on YouTube people claiming that they are receiving fake iPhones, I was scared to death. As this is my first iPhone and I have recently shifted from android to iOS, but thank you amazon for delivering the best product possible. The only grievance I had was of the delivery because I received it in a time span of 13 days. Took too long to deliver.. but it was worth the wait!!!! I love my iPhone 😍😍 and the delivery guy was so good that he told me to unbox the phone infront of him so that if there is any defect he could sort it out then and there itself. I couldn’t be more happier!!!!",iPhone 11
"Your browser does not support HTML5 video.


   There is nothing extraordinary or something like that with the iphone compare to overall flagship android device i have been using, but the ecosystem & the iOS experience is kind of different & fluid and it's a good experience to have a Apple Device for first time. Worth for around 50k, glad i didn't go with the 85k iphone-12 not much a difference according to my usage. Battery is more than i expected, Camera quality is great when it comes to video recording, photos aren't that great.",iPhone 11
The 5W charger is really a pain....don’t know why Apple is providing it.It’s’ staking more than 3.5 hrs to charge the iPhone full and the adapter is getting extremely heated after 30 mins or so.YOU DEFINITELY NEED TO BUY AN 18W C CHARGER PLUS C CABLE if u want to get rid of this battery issue and be ready to shed an extra 5k.Rest I found an issue with the MEASURE app from the utilities section which makes the iPhone getting heated instantly within minutes of use.Anyone having the same issues ??suggestions are most welcome.,iPhone 11
Don’t buy Apple product from amazon they provide faulty phone and they didn’t take it back in the return policy.,iPhone 11
"Your browser does not support HTML5 video.


   When you are investing more then 30K go for an IOS device, your mone will be worth spending.An apple device always touch the expectations almost,and whatever lill left, covered by the extra premium feel and there brand value.Thanks to amazone, no issue, All accessories in the box, people who are complaining earpod charger missing may be don't read the in box accesories details.Camera-9/10 ( may be will impress me more in future)Performance- 10/10Battery life- 10/10Design/feel/look- ( oh my god the green color is love )10/10",iPhone 11
First time I phone 11 very bad experience dont purchase on amazon my phn having issue with speaker and then call to amzon support he is taking to me no responsiblity of amzon in case of apple product contact with apple support worst experience,iPhone 11
"Please check the phone .. when I call some one from this phone after talking, I click on my phone screen to cut the call but despite that the screen keep showing black then I press the switch off button from the side even it the screen remain black and the after while this is ok.. please change my product otherwise confirm my query",iPhone 11
The phone is awesome and delivered the performance as expected.Bought it on Amazon great Indian festival but they not provided the Cashback offers as promised on the phone when I made the purchase.The Amazon changed the offer for iPhone after 2 days of sale and now they denying to provide the Cashback amount.Should have bought from somewhere else.,iPhone 11
"I am writing against all the negative reviews here. I have purchased iPhone 11 from Amazon sale on 23rd of Oct. If you see apple website only Amazon, Flipkart and Paytm mall are authorized to see apple products. I am purchasing smartphones since 2010 from Amazon and my experience is always awesome. It seems some conspiracy is going on against Amazon to tarnish it's goodwill in the market. If you see the recent incidents about fake apple products most of them are from Delhi, Noida,and UP. It's done my people working as a support staff. I  have exceptional experience specially with Amazon I will treat Amazon way better than Flipkart or any other online portal. They always deliver the product before time and you can trust them 200% as far as product quality and services are concerned. I won't write much about the product because it's apple it doesn't require any introduction. It's amazon + apple trust with quality so it's going to be one of the life time experience for everyone. If you have 50k budget for smartphone then blindly choose apple don't go with Android phones. It's quality that's what matter a lot.",iPhone 11
"Ordered on prime day of Amazon Great indian Festival, Oct 16th, 2020. Charger and earpods included in box. Delivered in 3 days, kudos to Amazon! Upgraded from a 4inch iPhone SE 1st gen, so phone felt big and overwhelming at first! but now adjusted. Pretty confusing color choices for guys, really bored of white and black colors, red is nailpolish color. Finally settled for purple, purchased a blue case to go with it (i feel best color to go with purple phone). Finally, the phone is awesome as expected :) . When compared to other OLED screens, LCD screen has slight less brightness, especially if u tilt the phone. But when not comparing, its really fine (do switch off true tone if u want to see full potential of screen colors, brightness. but i suggest keep it on for daily use). Finally, Assembled in India clearly written on the box! (including the charger). i understand some parts inside phone still comes from across the border, but more Indians buying iphones may push Apple to mfg more internal parts in India. very satisfied that less of my money went across the border :)",iPhone 11
"The delivery got delayed by a day but the product came with good packaging and I have verified the product on Apple website to ensure that the product is genuine.Jio and Airtel offer esim in India, so be mindful when you read that iPhone supports dual sim. It supports one esim and one nano sim.Great camera. Bulkier than other older iPhone models. Display and sound quality is amazing!",iPhone 11
Aaaahhhhhhhh 😌Super battery lifeSuper displayHandy phone. Must go for 128GB,iPhone 11
Online show ipods with this phone and delivered earphones...what is the reason behind this rubbish thing,iPhone 11
"It's poor quality, I was on call and suddenly the phone was switched off and till then it's not switched on yet. Poor customer services, no support from Amazon or seller.Pathetic quality how can a Amazon sell such product or allow such seller to abuse buyers. Need urgent solution but no assistance.",iPhone 11
"Well well well! The most hyped iPhone of the year isn’t quite there at least not for me.It has a best camera undoubtedly, but the other side of the coin is not that good. So I was an android user, 1 Plus more specifically. I was excited to switch to the iPhone as most of you maybe. Amazon was pretty good at the delivery and I got it within 3 days. During my first day usage I noticed a slight warm feeling on the right side of my phone from top to bottom on the back. It was prominent and I could feel the heat that was generated. I looked online and fixed some setting like location and notifications which would put a lot of pressure on your battery. So i thought it is fixed but it wasn’t.To be honest I never thought of iPhones getting warm within a few minutes of youtube playback or social networking on WhatsApp or Instagram. It was all that I had never thought of. My onePlus 6 was a beast in this matter and half the price of iPhone 11, nonetheless I used it for a few days and kept looking for solutions but all would say it is quite normal for an iPhone to get warm.To be on the safer side I thought of replacement but Amazon won’t allow you unless you have a job sheet from an authorised apple service centre, which was quite new for me. As earlier no matter the cost of the product a replacement window was always open. A disappointment then!So with a heavy heart I headed towards the iPhone Service Centre some 15 kms away from my place. While reaching there I put forward my issues and they were like sir it is quite normal for the iPhones unless you get a warning of over heating. They were not ready to make a job sheet instead suggested for a diagnostic test, which came out normal.It has been a week now, I can still feel that warmth on the right side of my phone and I suppose I have to get used to it.Talking about the other things the phone offers, Camera quality is the best, you get some awesome video and audio quality. A top notch I must say.You will have to cautiously use it for a longer battery life.The charging brick is good for a normal user, it is a bit slow in charging but it is not necessary to spend some ₹3000 plus fo a new charger and a cable.Face recognition is fast but I still miss my fingerprint in times of this Pandemic.So the bottom line is worst Amazon Experience, you better buy it from an authorised dealer or go to appleonlinestoreindia for some good deals.And yeah! winter is coming so I have got it covered thanks to iPhone 11:) Cheers!!!",iPhone 11
Fantastic buy,iPhone 11
"Amazing Purchase fir Rs.55000 oct 2020Positive:-ChargingCameraDesign and TextureScreen and DisplayEarpods+ChargerNegative:-Going Back ⬅️ Option In Corner is a bad one(Sometimes finger misses it terribly).No gesture in Bottom(Back,Recent,Home)",iPhone 11
"Your browser does not support HTML5 video.


   Pros:I’ve always loved the look of iPhone 11, the phone looks good and has a nice weight to it. The dual speaker audio is crazy! Display being a LCD is still pretty neat looking. Setting up e-sim is very easy. Primary camera is exceptional. Face ID is just as better as it can get. Bright light or pitch black it recognises your face without any issue.Cons:I didn’t believe it at first, but yes my phone does have heating issues especially while gaming, and not even heavy games, even the basic puzzle games makes it heat up, and restarts the phone randomly. The display is usually visible but can be a bit difficult in sunlight. WhatsApp msgs cannot be transferred from Android to iOS so I have to carry both, my OnePlus 8 pro for WhatsApp and iPhone for everything else. (I wanted to scrap my OP8pro because it’s Chinese) The ultra wide camera works well in well lit areas only. Even if it’s a little shady like below a tree, it has way too much noise. THE BIGGEST ISSUE IS THE 5watt CHARGER WHICH COMES WITH IT! It’ll take atleast 2.5 hours to charge your phone, so I always have to carry my charger everywhere and end up sitting near a plug just to charge it, it’s extremely frustrating. And lastly I miss fingerprint scanner, because I’m always wearing a mask and cannot face id.Overall it’s a great phone, and being able to use a few google tools on iPhones makes it better.",iPhone 11
"Ok if your reading the reviews i'm sure you know all the specifications the phone and your probably skeptical about buying online. So, i received my package in 5days in good condition. Also the product was original as i went to apple's website to confirm it.The camera capabilities of this phone is mindblowing. And if your upgrading from older iphones like iphone 8 and prior, you will be amazed by this phone. Though I wouldn't recommend anyone with iphone x models to buy this phone.",iPhone 11
Camera quality and face recognition is amazing. First timers will have to spend time on setting up the phone as it is not as easy as android. The phone is not too big to hold nor too small. It’s just perfect and the performance is quite good since it has only been 1 day after I have bought it. Overall a very good product and I love it.,iPhone 11
"So I bought iPhone 11 128GB variant. As expected of Amazon delivery was on time and product was in excellent condition.But when I put sim inside and tried calling, distorted noice came through speaker.Calling speaker is busted. Cannot hear clear voice unless you connect earpods and worst thing is there is no replacement policy for this. Only refund.Did not expect such service from Amazon.Delivering faulty pieces.Hope this didn't happen with other customers as well.",iPhone 11
"This was a dream come true for me. Apple iPhone 11 was on my wishlist for long. The phone was delivered to me neatly packed without any damage.  The phone was absolutely new piece. The phone is working perfectly and smoothly. The iPhone 11 offers excellent battery life for the form factor it is. I do not need to charge it frequently and it is lasting me the entire day with a single charge even though I use it moderately from making calls, to taking pics, to gaming and browsing web on Safari. Finally listening to music before calling it a day. At the end of the day the battery percentage remains near 14%- 20%. This wasn't the case with my previous Samsung Galaxy S6 & S7 which hardly lasted even half a day on full charge.The bundled charger is sufficient for my needs. Though the 5W charger is small and ancient it is ok as I charge it only once in a day. If you want fast charging you may have to buy the 20 W charger and cable separately from Apple. Also the bundled earpods are good, though I do not use them but my wireless headphones. Technically you cannot fault the iPhone for performance. Anything you throw at it, it performs more than your expectation. Calls, gaming, 4G, video, facetime, photos all performed excellently. I am happy with the purchase and would recommend it.",iPhone 11
"An awesome phone from Apple. Worth buying!Camera Quality is undoubtably the best in outdoor ! Indoor seems to be good, not great.Battery was awesome, I heard iPhone battery never last for the day. But this one is exceptional. At the same time, charging time is high. At least requires couple of hour to load and 100% battery.iOS simply awesome and flawless. Working smoothly!White iPhone is truly awesome and premium, loved it. Simply go for it.",iPhone 11
"iPhones are best in class and performance of any iPhone is just excellent. If you ignore the price tag (although I bought this iPhone 11, 128gb  during the shopping festival on Amazon), iPhones are the best mobile phones on this planet. Great performance, great battery life, great camera and a great iOS.Well about this iPhone 11 everything is just great and I am happy to have one.",iPhone 11
"Best deal on iPhone ever I guess..Pros :Best camera , even low light photography is goodButtery smooth performance ( people talking about 90 Hertz / 120 Hertz refresh rate on androids, it's far better than those), androids I don't think can match apple's ecosystem anyday..Battery performance is a big upgrade over previous models like xr , X's etc.. can get u a day  easily.No lags no glitchesConsBut heavyDisplay is not OLED like s20 plus etcGetting it for 46200₹ was the best online purchase I ever did..no regretsWorth every penny.. Thanks apple and Amazon for this wonderful product..",iPhone 11
"Well I am first time iphone user and yes it's very annoying if u r android user for first few days and ofcourse u will not regret buying IOS.Over all building quality is top notch,camera is excellent. And battery backup is also good for regular usage and don't play games on it. Yes daily usage such as fb,insta,net surfing will not consume much battery I charge battery after 2 days when its gets completely discharge and annoying is charging takes around 3 hrs to full as it comes with 5V chargers.Rest everything is nice",iPhone 11
This is best phone of the year..Some people spared fake newsThe appario retails private limited.. company... They sold this phone.. phone is genuine and original... Go for it.. all negative review are only they order refabrished phone.. not new phone.. they do not chek any headline and they ordered these phone.. Please chek it and order it it's orginal product,iPhone 11
Defective phone  received after spent around 46k bucks .amzon people told i will get new phone within 48 hours but still  I am waiting  for the same.,iPhone 11
"Great Phone.  I have shifted my phone from iphone 6 S Plus to Iphone 11 (128GB Green).  Picture quality is awesome.  This is my home pic taken with (0.5x) camera option, it covered flooring to ceiling, really crazy with this. Remaining all features are TOP.  I booked this phone in Amazon from Appario Retail Private Ltd (seller).  He delivered my phone in on time. iPhone 11 is Little bit expensive but great selection from iphone.  Thankyou, RK",iPhone 11
"I was bit worried to order iPhone 11 online but got good experience....as if you see few customers have got worst experience from online buy of iPhonesBattery and display not that great as in 50k you will get better battery and display phoneVs android apps download and installation time is more I observed in iOSOther than this the best face unlock, very convenient user experience, hustle free wireless charging, 6.1 screen great fit in hand. No hang and bug like android phones (I am android user since ages). Overall best package as its iPhone and live up to the expectations. In comparison with new iPhone 12 in terms of cost iPhone 11 is great value for money. works just Amazing.",iPhone 11
No complaints yet awesome mobile loved night mode camera,iPhone 11
"This is my first iphone. After using android for so long didn't exoect to like ios so much. So yes ios is more refined compared to android. Iphone is costly yes but now a days highend android and iphone doesnt have much difference in terms of price. But when it comes to build quality, speaker sorround sound, camera quality, smoothness of ios, display even if in lcd i felt there is no comparison. Its just different league. I dont need customisation so i am liking ios better. But if u are more into customization thing then u may go for android. And final verdict.. Iphn 11 is a complete package and a real value for money. I really enjoy using it.",iPhone 11
experience is great for now.. however another feedback is that within 20 days I noticed a tiny crack like a hair on my iPhone 11.. Honestly it has not fallen yet although my previous iPhone 6s survived many drops with no cracks at all even after 4 years.. strange and surprising that the glass quality is very bad as compared to the old phones,iPhone 11
"iphone 11 is a very good phone to buy only if you can compromise for the display. The display on this is device is pretty good but you can get other options with better displays in this price segment.If you can survive with an HD+ LCD panel with thicker bezels and a notch up top then this is a very good phone for you.Cameras are awesome, battery backup excellent, great performance and a decent premium look. Good job Apple !",iPhone 11
"I am an android user before and this is my first ios device. Before i wondered why people are spending their huge money to buy it, but now i realised why, let me tell u..Camera:Better in bright light conditions.. but it is not upto the mark in low light or night conditions..Battery:Which is best and lasts whole day with above avg usageThe functionality and apps handling is flawless and i can say that no one gonna regret by choosing this phone..My mobile was iphone 11 64 GBAnd i would like to thank AMAZON for great delivery on time and at this situation as we get so many fake or clone iPhones which i was bothering about.. but AMAZON did a great job and got a brand new original iphone!Thank you and go for it....",iPhone 11
Got used product. Very much fed up right nowWhen i stared it. It was asking for passcode,iPhone 11
"I want to return mobile which is ordered on 21st july 2020 and delivered on 26th July, because battery life drains quickly, while charging mobile was heating, didn’t have external memory card, app like true caller were not responding properly, mobile is locked with my own Face ID even it is unlocking with my brother’s face.",iPhone 11
"i brought it in 50k 128 GB verient in sale(53k bill - 1750 hdfc instant discount - 1250 amezon cashback = 50k)but after using 5 days I'll sell this in 48kcoz i couldn't fit Apple IOS ecosystembecause in apple u can't download free Premium apps from safari easily like crome .for me editing & many other small day to day life things ( like downloading of INSTA , WP , FB , TWITTER posts , sometimes Call recordings , using of otg pendrives ) which u can easily done android compare to ios .after purchasing 11 , in just 5days am realising that am Android kida 🐛😂 &  i sell my iphone 11 in 48 k (2k loss😂)  now am going for onePlus ( android again )now am telling my 5 days EXPERIENCE -Performance - ⭐⭐⭐⭐⭐Camera(both) -⭐⭐⭐⭐⭐Battery - ⭐⭐⭐⭐⭐ (i just changed 3 times in 5days but apple 5w charger takes 3 hr for 💯 full charge but backup is goodDisplay (60hz LCD pannel display) ⭐⭐⭐⭐Stereo speakers - Awesome ⭐⭐⭐⭐⭐if u reading my review in  2020 , 2021then i want to tell u that iphone 11 is 4G phonenot 5G means not future proof for me ( if u r using for 3,4 year ) then Go for iphone 12 coz its 5g with amoled display with less edges compare to 11Last but ListAMEZON sends me Genuine Iphone 11sooo ignore NEGATIVE ⭐star review",iPhone 11
Using since 20 daysGreat battery back up compared to all other cells and last for 2 days without charging as per normal use and 24 hours with continuous use.Camera as always best one with portrait mode going good.There should be more options in photo editing like text and other useful tool so we don’t have to use third party app.Overall great experience,iPhone 11
Awesome phone with top notch performance and camera..,iPhone 11
Mobile is not catching the network exactly after 2 weeks. Now the worst thing is it stopped accessing the WiFi also. Changed the Sim done everything but the result is same. After spending the money on the best brand the product delivered is faulty one. Never expected this from Amazon.,iPhone 11
"One of the amazing phone from apple. Insane pic quality. Improved battery life, face recognition is way faster than its previous ones. Amature photographers will like it for sure :).Overall experience is good enough.",iPhone 11
"Readers,Earlier I was hesitant to buy an iPhone as 11 comes with LCD panel, I used to be a huge fan of OnePlus and was under the impression that 120 Hz would really make a difference but hands on heart- I’ve been using my iPhone for last 3 days and I am flabbergasted at how vivid the display of iPhone is that too LCD one!Now coming to delivery- Amazon never disappointsSeller- Appario Retail, received the original product and in good condition- No complaints. IDK why other users have issues with this retailerDeal- Thank You Amazon for bringing this product under Great Indian Festival otherwise I would have regretted for sureDon’t worry about 5G, is desh mein abhi 4G network bhi Puri tarah coverage nahin deta. 5G will take its own sweet time to hit the marketColour- Chose purple after speaking to at least 20 iPhone users and finally made the right decision- White and Black are too common for meThe only demerit of using an iPhone is that you can’t transfer old WhatsApp chat backup from your android device.Hope my review helps in decision making!",iPhone 11
Phone design and build looks premium. Camera quality is excellent and night mode works really well. Battery life is awesome lasts for a day or little more than that on moderate usage.Pros:Battery lifeSecurity - I moved from android so I can feel the differenceFace ID - works even on pitch dark environmentBest processor A13 BionicBest cameraCons:Display could be been Oled or amoled. It’s just Liquid Retina displayOther than that excellent device to use. Can feel the performance without any lags what so ever.,iPhone 11
I have bought an iPhone for the very first time. The experience is so good. This one is an 128gb variant. If you wanna hesitation free longtime use of the product you should go with the 128 gb variant. The sound quality of this one has the power to rich you in heaven. Actually can’t express the inner feelings about how smooth as well as good it is.,iPhone 11
"Don't buy on Amazon they don't give any cash back and when u contact to customer care they reply Yashwant | Customer ServiceAmazon reserves the right, at any time, without prior notice, without liability, and without assigning any reason whatsoever, to add/alter/modify/change or vary all of these Offer Terms or to replace, wholly or in part, this Offer by another offer, whether similar to this Offer or not.",iPhone 11
Superb i phone 11 with superb features ...I m loving it...Black colour is the royal one...N offcrse the camera quality is awsme one...Face recognition is too gud..Go for iphone 11. Specially black colour one which i bought from amazon..amazing phone👌👌👌,iPhone 11
"Its nothing new that iPhones are amazing. You can get the actual reviews on youtube easily. I would like to tell that as I switched from an Android to iOS, there is a very big change that I am experiencing. Camera quality, call clarity, every single aspect of the device is top notch. I got the 128 GB model and after installing all the necessary apps for social media, ecommerce and payments, I have around 20 GB occupied. So even the 64 GB model is great if you are not much into making videos.",iPhone 11
As expected From Apple everything feels primium. First time in my life I bought iPhone it feels sturdy and comfortable. Not too big not too short for my hands perfect feet as always Cameras are grade. I want to mention if any one wants to buy iphone for camera please do check-out Samsung S series also as Today in 📷 competition samsung S20 Ultra is best in camera than newly launched iphone 12 pro max. If you ar buying for video then go for iphone 12 series. And if you are a gamer and want to buy this phone then nice decision do for it just how many android gaming Phone came out no one can beat iphone in PUBG MOBILE gaming experience there absolutely no frame drop not a single till now. But In android there will be always this issue. I want to say if you want both performance and camera together to for it or only for gaming go for Xr. Iphone 11 not recommended Xr is less price and there is no such performance diff. Don't upgrade iphone until a big change not made my apple.like better refresh rate and ibuild PRO mode in camera more customisation options. Like that in INDIA didn't expect 5G till 2023 so that's why.Thank you 😊For reading my review.☮️ Out.✌️,iPhone 11
Genuine productCame with ear-pods adaptor and charging cableDelivered much earlier than expectedI was also sceptical seeing some negative reviews but still went ahead and placed the order and i am really happy that i did thatIts a wonderful phoneIts my second iphone and the upgrade is super awesome...,iPhone 11
"After using it for around 10 months, now I’m giving my review. Really. Now, I can feel why iOS users don’t want to shift to an Android device. I don’t gonna explain unnecessary things. But one thing is sure that Android is nothing in front of iOS due to its open-source nature. Every brand is offering good display, good camera, flagship processor and more. But there is no match with real life performance with iPhone 11. You can still go for 11 instead of 12 or 12 mini as it will worth every penny for a long run. If you’re addicted to customizations or so many false myths then you should stick with Android. iPhone really teaches you a true meaning of a smartphone and what it should be. Hope you guys understand. Final words: it’s like an investment that will show its true value in the long term period.",iPhone 11
"This is my first iPhone and I have been blown away by the performance of this phone. The experience of ios is so rich as compared to android. And once you get used to it you realise how easy and intuitive it is. It’s been 5 days and i am enjoying every moment using this phone. Android might offer more features but when it comes to overall experience, you can’t beat the iPhone. I say go for this phone without any hesitation.",iPhone 11
"First of all the colour of the phone itself is so comforting that I love it. When it comes to performance it is Top Notch and everyone knows how iPhone works so no doubt there. No fingerprint scanner but Face ID can work almost everywhere so you’ll face no problem there.Screen response time is very accurate there’s no delay or lag and when it comes to battery life. You can pass a day or two very easily doing normal tasks but yeah the 5W charger in the box is very slow so if you’re not getting a charger from now it’s not bad.When it comes to camera the detail and all is very accurate, portrait mode does exceptionally well and the video recording is supported up to 4K 60fps. Obviously you can’t enjoy  it in 720p screen but it’s there.So overall the iPhone 11 delivers the best value for money now that it’s around 55k so definitely if you’re going to buy your first iPhone just like me you should definitely go for it.",iPhone 11
I am one plus user for past 3 years was kinda bored of android wanted to shift to iOS. This phone is totally worth it and has a very premium experience . Although s20 fe was available at the same range i purchased this phone.  If you are looking to buy it you should go for it without hesitation.,iPhone 11
